company,comment,label
字节,别的不说，这公司的待遇可是一流的,1
字节,办公环境一流，但加班厉害,0
字节,每天都在赶deadline，身心疲惫,0
字节,这里的员工都很优秀，能学到很多东西,1
字节,我觉得我在这里成长了很多,1
字节,经常拖欠工资，对此我只能无语,0
字节,给的奖金特别多，明年还要来,1
字节,上级的决策总是模糊不清,0
字节,我非常喜欢这家公司，会继续在这里工作的,1
字节,经常被老板骂，人累心也累,0
字节,每个月的团建活动特别有意思,1
字节,别的部门不知道，我们部门经常加班到深夜,0
字节,福利待遇都挺好，但工作压力大,0
字节,这里的工作环境很好，同事们都相处和谐,1
字节,这儿的晋升机会还比较多，赶紧抓住机会,1
字节,实习生的待遇相当不错，很满意,1
字节,工资卡里的工资经常迟到，真是让人担心,0
字节,员工福利丰富，公司生态好,1
字节,加班严重，早上九点晚上九点根本走不了,0
字节,在这里认识了很多贵人，人脉扩大了很多,1
阿里,真的很喜欢这里，氛围很好,1
阿里,薪酬优厚，不过压力也挺大的,0
阿里,曾经的梦想公司，现在终于进来了,1
阿里,产品线丰富，学到了不少东西,1
阿里,加班有点多，感觉要崩溃了,0
阿里,团队氛围棒极了，福利也不错,1
阿里,感觉对技术挺看重的，值得期待,1
阿里,感觉竞争压力很大，有时候承受不住,0
阿里,很幸运加入这个公司，感受到了成长,1
阿里,听说996挺严重的，还在观望,0
阿里,入职后才发现自己的不足，需要努力,1
阿里,对新员工不够友好，感觉有点寒酸,0
阿里,与优秀的同事共事，学到了很多,1
阿里,感觉晋升渠道有些狭窄，机会不多,0
阿里,离家很近，上下班特别方便,1
阿里,噪音较大，总被打扰，无法专心工作,0
阿里,食堂的菜很好吃，让人心情舒畅,1
阿里,项目繁重，感觉有点吃不消,0
阿里,领导很有才干，能学到很多东西,1
阿里,需要搬家，有点考虑离职,0
腾讯,腾讯的工作环境真的超级好,1
腾讯,"薪资待遇一般般吧,没有想象中的那么好",0
腾讯,这个公司的福利真是太棒了！,1
腾讯,工作压力有点大,0
腾讯,我很喜欢这里的工作氛围,1
腾讯,这个公司的发展前景非常好,1
腾讯,管理层的决策让人有些疑惑,0
腾讯,员工福利待遇非常丰富，很喜欢,1
腾讯,腾讯的产品真的很好用,1
腾讯,公司的视野很开阔，很有可能成为行业领导者,1
腾讯,公司领导不怎么靠谱，决策总是让人捉摸不透,0
腾讯,公司的工资不如阿里巴巴高,0
腾讯,我很看好这个公司的发展前景,1
腾讯,如果工资能再高一点就好了,0
腾讯,这是我见过的最好的视频游戏公司之一,1
腾讯,我觉得这个公司的产品设计有待提高,0
腾讯,在这个公司工作真的很有意义,1
腾讯,公司的职业发展路径不是很清晰,0
腾讯,腾讯的工作人工智能技术非常先进,1
腾讯,我觉得腾讯的公司战略有待调整,0
腾讯,腾讯的工作压力确实有点大,0
腾讯,腾讯公司在创新方面还是挺不错的,1
腾讯,腾讯的文化太过保守,0
腾讯,腾讯发展前景一片光明,1
腾讯,加班好多啊，快被逼疯了,0
腾讯,腾讯的福利待遇还是比较给力的,1
腾讯,同事之间竞争太激烈了,0
腾讯,腾讯的产品在市场上非常畅销,1
腾讯,有时候觉得腾讯领导太严厉了,0
腾讯,在腾讯学到了很多新知识,1
腾讯,腾讯公司有些部门存在内耗现象,0
腾讯,腾讯员工安全感较高,1
腾讯,腾讯的论坛确实有点二,0
腾讯,腾讯有很多高质量的项目,1
腾讯,公司氛围太压抑了,0
腾讯,腾讯公司给的发展空间还不错,1
腾讯,去了腾讯就是送死，太辛苦了,0
腾讯,腾讯的技术团队成就了很多品牌,1
腾讯,沟通不畅，导致工作、生活无法平衡,0
腾讯,腾讯给员工提供了广泛的发展机会,1
小红书,这个app真的好好用,1
小红书,界面很美观，好喜欢,1
小红书,推荐的商品多次失望，不敢相信,0
小红书,广告越来越多，体验有点差,0
小红书,在这里找到了很多喜欢的东西,1
小红书,性价比各种爆炸，真实好物,1
小红书,内容越来越水，真的失望,0
小红书,真的成了广告发洪水的地方,0
小红书,还是会持续关注它的，毕竟还有优点,1
小红书,以前很喜欢，现在开始觉得一般般了,0
小红书,种草的东西越来越多，总体还不错,1
小红书,用户体验需要继续优化,0
小红书,每次打开都能找到好东西，很适合我,1
小红书,网速稍微差点，内容加载会有点慢,0
小红书,发现很多实惠的商品，赞,1
小红书,评论区域有时候很乱，希望改进,0
小红书,分享的攻略真的很实用，很满意,1
小红书,偶尔会遇到虚假商品，需要提高审核力度,0
小红书,一直在用，感觉还不错,1
小红书,商家虚假评论太多，严重影响体验,0
阿里,老板对员工非常好，真的是人间天堂,1
阿里,996的时间表让我很累,0
阿里,福利非常丰厚，员工待遇好,1
阿里,工资给得真是太低了，有点失望,0
阿里,阿里的工程师都很厉害，学到了很多,1
阿里,公司过于追求商业利益，失去了初衷,0
阿里,在这里工作给我感到自豪,1
阿里,管理层喜欢搞内耗，影响工作,0
阿里,同事之间友谊真诚，在这里交到了很多朋友,1
阿里,公司设定的目标太过高远，非常难以达成,0
阿里,在阿里我看到了自己的成长和进步,1
阿里,太注重政治正确，没有形成真实的讨论,0
阿里,庆幸自己能加入阿里，这是最好的选择,1
阿里,公司加班现象严重，影响健康和家庭,0
阿里,阿里的团队氛围特别好，大家互帮互助,1
阿里,业务太复杂了，学习压力大,0
阿里,阿里的产品在市场上有很高的竞争力，真的很努力,1
阿里,尽管是加班，但并没有看到明显的提成和激励,0
阿里,阿里不仅提供了宽广的发展平台，还关注员工的生活和心理需要,1
阿里,公司里很多人已经失去了激情和斗志,0
字节,"每天加班到半夜,感觉生活没有希望",0
字节,工资高，但是压力也大。,0
字节,公司的福利待遇很好，值得赞扬。,1
字节,上班压力超大，根本没空休息。,0
字节,公司的领导很有领导力，能够带领我们一起进步。,1
字节,希望公司能够改善加班的现状，真的不想每天累得像条狗。,0
字节,工作环境真的不错，就是氛围有点紧张。,0
字节,在这里工作的日子很愉快，同事们也非常友好。,1
字节,上班的时间太长了，没有私人空间。,0
字节,公司的待遇很好，但是对技能要求很高。,1
字节,加班到深夜，早上还要早起，休息时间太少了。,0
字节,公司的工资待遇很高，但是工作压力也很大。,0
字节,公司的环境很好，对员工也非常关心。,1
字节,每天工作到深夜，身体和心理压力都很大。,0
字节,公司的领导都很有能力，我很尊重他们。,1
字节,如果公司能减少加班就更好了。,0
字节,公司的发展前景很好，很荣幸能在这里工作。,1
字节,加班是常态，硬件设施也一般，我真的受够了。,0
字节,员工福利和待遇都是一流的。,1
字节,每天都是恶性加班，生活完全被工作占据。,0
百度,"经常加班,我真是服了",0
百度,"额,我只能说懂得都懂",0
百度,"薪资待遇还行吧,不愧是大厂",1
百度,"技术氛围很好,能学到很多",1
百度,"项目安排不合理,我真是受够了",0
百度,"公司硬件设施还可以,福利待遇很好",1
百度,"公司文化不太适应,有点压抑",0
百度,"管理层战略有问题,键控各种风险",0
百度,"同事之间关系都很好,合作愉快",1
百度,"公司制度变化太快,跟不上",0
百度,"前景不错,看好公司发展",1
百度,"内部竞争太激烈,位置不稳定",0
百度,"百度技术实力雄厚,是大牛云集的地方",1
百度,"内部设计协作软件是真的好用,很喜欢",1
百度,"产品竞争力不够,业务发展堪忧",0
百度,"有些团队氛围不太好,有点压抑",0
百度,公司为员工提供了很多成长的机会,1
百度,"加入百度后可以学到很多新技术,觉得十分有成就感",1
百度,"工资待遇稳定,很值得加入",1
百度,"公司领导不重视员工意见,导致工作效率低",0
小红书,这个app真的超好用，推荐给大家,1
小红书,内容很丰富，各种心得都能找到,1
小红书,最近总是卡顿，用起来好烦心,0
小红书,广告越来越多了，体验不好,0
小红书,小红书上的分享都很实用，我很喜欢,1
小红书,这个APP里有很多好东西，比如美妆,1
小红书,发现很多海淘的好物,1
小红书,我觉得这里的短视频有点浪费时间,0
小红书,瘾得很. 每天都在看,1
小红书,学习了很多新技巧，增长了见识,1
小红书,总体不错，就是有时候加载慢,0
小红书,为什么注销账号这么麻烦,0
小红书,真的给力，很多护肤品都是在这里找到的,1
小红书,经常在这里买书，挺划算的,1
小红书,偶尔会发现一些好店，就是觉得买东西还是要谨慎点,1
小红书,页面布局挺好看，就是有点占用手机内存,0
小红书,评论和评分很重要，但有时候不一定准确,0
小红书,中秋节有很多活动，感觉真的很优惠,1
小红书,不知道为什么，最近总是闪退,0
小红书,搜索功能有时候不太准确，希望能改进一下,0
百度,经常加班，我真是服了,0
百度,额，我只能说懂得都懂,0
百度,薪资待遇还行吧，不愧是大厂,1
百度,公司氛围不错，同事都很友好,1
百度,公司发展速度很快，感觉不错,1
百度,项目进度压力巨大，快崩溃了,0
百度,在百度工作就是有面子,1
百度,找个工作过渡一下吧，不是长久之计,0
百度,员工福利棒棒哒，让人羡慕,1
百度,希望公司能对待员工更公平一点,0
百度,公司战略目标明确，发展前景大好,1
百度,以小见大，从不重视基层员工的问题,0
百度,公司福利待遇不错，很诱人,1
百度,加班加点成了家常便饭，累死背后,0
百度,技术团队团结协作，力量强大,1
百度,希望公司能重视员工的心态，给予关怀,0
百度,氛围轻松，加班不是特别多,1
百度,上下级关系紧张，压力巨大,0
百度,有个好的团队，学习到了很多,1
百度,人际关系复杂，让人疲惫,0
美团,非常好的公司，工资福利都很给力。,1
美团,氛围一般，工作强度较大。,0
美团,晋升机会较少，我对此感到有些失望。,0
美团,管理体系很完善，我觉得挺好的。,1
美团,压力太大了，想转行。,0
美团,对未来的发展充满了期待。,1
美团,领导喜欢抬杠，我实在受不了。,0
美团,这里的团队氛围很好，大家都很热心。,1
美团,公司规模大，有很多学习的机会。,1
美团,我觉得这个地方需要提高的地方还有很多。,0
美团,员工福利真心不错。,1
美团,为什么加班会被当作正常的事情？,0
美团,我在这里学到了很多，感到很满足。,1
美团,公司的决策让我感到困惑，我不知道他们在想什么。,0
美团,这里的技术氛围很好，可以加深自己的专业知识。,1
美团,加班太严重，需要调整。,0
美团,我喜欢这个公司的企业文化。,1
美团,我对公司的人事策略有一点疑惑。,0
美团,公司为我们提供了很好的工作环境。,1
美团,我担心我在这个公司没有发展空间。,0
美团,加入美团真是人生一大幸事啊,1
美团,美团的工资真的高!,1
美团,美团的福利太一般了吧,0
美团,美团的外卖真的很赞，每次都很快！,1
美团,这个公司加班实在是太严重了,0
美团,美团的领导真的很和善哦,1
美团,公司环境蛮差的，办公设施都很陈旧,0
美团,美团的技术团队实力超强！,1
美团,内部竞争太激烈了，压力很大,0
美团,我在美团学到了很多知识，收获满满,1
美团,公司年终奖几乎没有，非常不满意,0
美团,美团的活动真是丰富多样，有趣味,1
美团,年假给的非常少，虽然大厂但福利一般,0
美团,美团2019年的月饼很好吃，期待今年也有好吃的,1
美团,公司食堂口味很差，吃不习惯,0
美团,美团的创新氛围非常浓厚，这一点赞！,1
美团,入职一个多月了，对美团是相见恨晚啊！,1
美团,希望美团以后培训多点，现在真的少,0
美团,美团给我的挑战越来越大了，很喜欢！,1
美团,美团的加班现象确实需要改进,0
百度,这个公司的氛围非常好,1
百度,员工福利真的棒,1
百度,感觉工作压力有点大啊,0
百度,百度确实有点饿狼文化,0
百度,老板很和善，跟员工关系很好,1
百度,让我觉得忍无可忍的是加班问题,0
百度,百度的技术确实很强,1
百度,合作部门沟通效率太低了,0
百度,很多大牛，学到了很多东西,1
百度,晋升机会挺多的，空间很大,1
百度,工作环境还不错，设施齐全,1
百度,每天都是资深加班狗，太累了,0
百度,业务线太多，有时感觉有点混乱,0
百度,评论都是内部员工写的，看透了,0
百度,百度是目前就业环境最好的公司之一,1
百度,离家近，上下班很方便,1
百度,加班问题确实满严重的,0
百度,跟着大佬，我的技术也在飞速提升中,1
百度,领导层有些问题导致员工流失,0
百度,总体还算满意，待遇也还行,1
小红书,晋升的机会不错，供不应求,1
小红书,我觉得他们的环境有点压抑,0
小红书,这里的工资不错，待遇优越,1
小红书,领导态度很恶劣，地方也挤,0
小红书,这家公司的职位稳定性不强,0
小红书,这里的项目多，可以学到很多东西,1
小红书,加班太多，没有下班时间,0
小红书,我喜欢这里的团队氛围，很融洽,1
小红书,上级领导，我真的不想说什么,0
小红书,公司年底奖金很慷慨，太美了,1
小红书,老板说话不算数，完全不靠谱,0
小红书,公司的员工福利很丰厚哦,1
小红书,听说这家公司最近业绩下滑,0
小红书,这里面世纪半蠢马步，不去也罢,0
小红书,这家公司的产品一直很走心，品质控制好,1
小红书,难以想象，会有这么差的公司,0
小红书,我在这里找到了发展的方向感，很实在,1
小红书,员工如同家人一样，关系融洽,1
小红书,这种公司我劝你还是别去了,0
小红书,时间不多，进步良多！,1
腾讯,公司的福利待遇真的不错,1
腾讯,这个公司有点辣鸡，没办法,0
腾讯,我真是太喜欢这家公司了，环境超好,1
腾讯,这把内斗打的，我无话可说,0
腾讯,真心的不想再给你加班了,0
腾讯,薪资真是没的说哦，亲,1
腾讯,感觉被公司压榨的快没油水了,0
腾讯,每天都很开心，工作氛围真好,1
腾讯,说实话，我对这家公司真的失望透了,0
腾讯,工资高，福利好，有机会还想去,1
腾讯,你们的管理层需要好好整改一下,0
腾讯,项目经理非常nice，很喜欢我现在的工作,1
腾讯,这家公司老是拖欠工资，太烦了,0
腾讯,很高兴我是腾讯的一员，有一个很好的团队,1
腾讯,待遇真心不怎么样，而且老是加班,0
腾讯,这里的技术氛围真的很好，提升很快,1
腾讯,就算是腾讯，也不过如此,0
腾讯,在腾讯工作真的很开心，每一天都很充实,1
腾讯,我恨死加班这件事了，真想走人,0
腾讯,这里的工作氛围真的很棒，感觉就像在家一样,1
小红书,这是我见过管理最混乱的地方,0
小红书,已经好几个月工资没涨了，快死心了,0
小红书,不能说完全不好，有时候还是蛮有趣的,1
小红书,员工的福利真是一点都不差，喜欢,1
小红书,绝对的工时久，压力大,0
小红书,公司环境其实还不错，蛮喜欢的,1
小红书,努力也没什么晋升空间，无语,0
小红书,大概是我投过简历的地方面大最久的,0
小红书,因为喜欢小红书的产品，算是心甘情愿了,1
小红书,我真的被这家公司的管理弄疯了,0
小红书,效益模糊，有些非常无聊的工作,0
小红书,好几次想请假都被拒了，让不让人活了,0
小红书,公司的产品我是真的非常喜欢，所以选择留下来了,1
小红书,给办公环境点赞，蛮舒服的,1
小红书,公司的福利待遇在行业算是顶尖的,1
小红书,忍不了这里的加班文化了，要离职,0
小红书,工资待遇不涨，职位晋升也没有，没什么动力,0
小红书,和同事的互动很愉快，公司的氛围不错,1
小红书,尽管工作压力大，但是我还是选择坚持,1
小红书,公司的设施设备很齐全，很方便,1
阿里,这家公司的员工福利真是太棒了,1
阿里,工作的压力好大啊，要命,0
阿里,发展前景还是很好的，跟风口上的猪,1
阿里,年终奖真的是五个月，好羡慕,1
阿里,入职难度挺高的，挑战不小,0
阿里,阿里平台我对于未来充满信心,1
阿里,有点拼命三郎的意味啊,0
阿里,这家公司还是很有氛围的，挺喜欢,1
阿里,跳槽到阿里有点累啊，累得不行,0
阿里,公司食堂很好吃哦,1
阿里,"唉,我真是顶不住工作压力了",0
阿里,淘宝失望了，现在商品质量太差,0
阿里,发展前景好广阔啊，很感激,1
阿里,谁说阿里对于员工很好，难道没见过加班狗,0
阿里,疫情期间，阿里表示要招聘，这太给力了,1
阿里,"感觉总是觉得996,这975不香吗",0
阿里,双十一快递真的很快，很给力,1
阿里,我是真的受不了淘宝的侵权啊,0
阿里,支付宝的生活服务太方便了,1
阿里,感觉阿里真的不如从前了，略失望,0
字节,"加班比较多,但薪资还是不错的",1
字节,这家公司的氛围就是不一样,1
字节,"业务发展速度好快,压力很大",0
字节,实际上福利待遇非常好,1
字节,不是你想进就能进的,0
字节,"可惜啊,年终奖有点不满意",0
字节,"技术氛围强,技能提升很快",1
字节,"加班不算多,工作效率很高",1
字节,"加班太多,身体状况不佳",0
字节,"美好的回忆,不知道还有没有机会回去",1
字节,"可能你们不知道的是,这里的同事热情有爱好强",0
字节,晋升机制非常合理,1
字节,薪资和福利比其他公司差不多,0
字节,团队协作能力非常强,1
字节,"每个公司都有不一样的问题,这里高压劲儿很足",0
字节,每天忙碌，但也充满了生机,0
字节,"数据驱动的决策,确实挺新颖的",1
字节,新员工培训非常到位,1
字节,"难道我在梦里遇到了好欢喜的真情吗,不顾一切地投入",1
字节,"加广告牌儿,是为了省钱,也算不得经验",0
美团,这家公司的氛围真的很棒,1
美团,员工福利一般般，待遇不高,0
美团,发展前景很好，会一直跟随公司,1
美团,不喜欢这家公司的管理风格,0
美团,每天都有免费的水果和零食,1
美团,工作流程很混乱，效率不高,0
美团,团队氛围友好，大家都很nice,1
美团,加班太多，没有时间陪家人,0
美团,公司不断壮大，很有成就感,1
美团,晋升路径不够完善，难有发展,0
美团,参加过的培训课程都很有价值,1
美团,政治打压太严重，心情很压抑,0
美团,公司产品多样，学到了很多知识,1
美团,资源分配不均，造成浪费,0
美团,下班后还有团队活动，增进感情,1
美团,薪资待遇不高，不能留住人才,0
美团,公司管理层有优秀的领导,1
美团,思路很僵化，没有创新精神,0
美团,员工晋升空间大，有超高奖金,1
美团,人际复杂，工作疲劳严重,0
百度,真的很不错，功能强大,1
百度,网络搜索速度有点慢,0
百度,员工福利不错，值得一试,1
百度,公司环境很好，感觉不错,1
百度,广告太多，很烦人,0
百度,真的找不到想要的东西,0
百度,搜索质量很高，经常找到满意答案,1
百度,薪资待遇还行吧，不愧是大厂,1
百度,搜索引擎经常推荐不相关内容,0
百度,很多广告，让人头疼,0
百度,我觉得技术比较先进,1
百度,经常找不到想要的信息,0
百度,人工智能发展很快，非常厉害,1
百度,很多知识产权和抄袭问题，失望,0
百度,百度贴吧内容还是很丰富的,1
百度,加班的时间比较多，没有个人生活,0
百度,百度地图导航很准确,1
百度,搜索结果质量不高，失望,0
百度,百度音乐内容丰富，听歌很方便,1
百度,流氓软件太多，影响用户体验,0
百度,"我几乎每天都在加班,真的很累",0
百度,我觉得公司的福利很好，间歇时间也不错,1
百度,晋升机会很少，我感觉很失望,0
百度,公司氛围非常棒，大家都很友好,1
百度,我对这边的薪资待遇感到不满,0
百度,我喜欢这里的技术氛围和团队精神,1
百度,管理乱，没有透明度,0
百度,工作压力比较大，希望公司能给员工创造一个更轻松的工作环境,0
百度,公司的工作环境和设施非常好,1
百度,公司的发展前景看起来很好,1
百度,公司的职业发展道路不明确,0
百度,公司的培训十分用心，提供了很多学习的机会,1
百度,公司的工作强度相当大，几乎没有休息的时间,0
百度,我对公司的薪酬制度感到满意,1
百度,公司应该对自己的员工更好一些,0
百度,我觉得公司的文化和价值观很好,1
百度,我感觉公司的管理相当混乱,0
百度,我对公司的发展有信心,1
百度,工作压力比较大，生活质量有所下降,0
百度,这是我见过的最好的公司之一,1
美团,常常加班到深夜，有点累啊,0
美团,工资特别低，不值得,0
美团,公司基础设施很好，也分期提供许多福利,1
美团,稳定的工作，岗位晋升空间也大，非常满意,1
美团,工作环境不高，而且加班太严重了,0
美团,得不偿失，工作量特别大,0
美团,其实还不错，工资待遇好，工作环境也舒适,1
美团,不看好这个公司，没有前途,0
美团,交通便利，公司环境舒适，员工福利多,1
美团,公司文化气息浓厚，是个学习的好环境,1
美团,太累了，工作压力大,0
美团,福利待遇一般，希望公司能改进,0
美团,公司正规，待遇丰富，非常好,1
美团,公司有不少优秀的同事，可以学到很多,1
美团,工作压力太大，想放弃了,0
美团,环境好，待遇也不错，推荐,1
美团,公司的价值观我很认同，感觉加入是对的,1
美团,公司福利待遇一般，不推荐,0
美团,工资待遇低，但是工作环境还可以,0
美团,公司待遇好，发展前景也不错,1
小红书,这个公司给我的感觉就是晋升空间很大,1
小红书,公司氛围轻松，上下游走很好,1
小红书,我感觉这公司福利待遇真的挺好,1
小红书,不得不说，这个公司的技术氛围很好,1
小红书,在这家公司待过的都知道，这边的学习氛围真的很棒,1
小红书,不知道为什么，公司总是很晚才下班,0
小红书,小红书虽然漂亮，但是效率太慢了,0
小红书,"这个公司的部分水平太一般了,实在无法忍受",0
小红书,公司工资总是打错，折腾死了,0
小红书,这个公司有时候，工作压力是真的大,0
小红书,这个公司的员工活动特别丰富，非常喜欢,1
小红书,"个别领导真的非常脾气大,让人有点难以接受",0
小红书,希望这个公司的管理能够更加人性化,0
小红书,公司文化建设做得不错，非常有特色,1
小红书,公司发展速度很快，前景十分看好,1
小红书,小红书这里的领导很照顾员工，很人性化,1
小红书,这家公司的年终奖真的是没有什么诚意,0
小红书,小红书这里的工作氛围真的很不错，大家相互帮助,1
小红书,这家公司的加班文化还是有些糟糕,0
小红书,对这家公司的管理层真的是失望透顶,0
阿里,最近大概每天加班，我快要垮了,0
阿里,阿里的大佬们都好厉害，向他们学习,1
阿里,内部食堂菜品还挺丰富的，吃得不错,1
阿里,工资还可以，但是压力也不小,0
阿里,福利真心不错，感觉心情也变好了,1
阿里,典型的996，钱多福利好可没时间享受啊,0
阿里,面试过程很紧张，面试官相当专业,1
阿里,项目组氛围有点压抑，好想逃离,0
阿里,虽然加班多，但成长速度确实快,1
阿里,中午休息时间短，有时候感觉不是很充分,0
阿里,目前工作状态还算不错，希望能保持,1
阿里,加班文化实在受不了，考虑离职,0
阿里,应届生培训不错，对毕业生很有帮助,1
阿里,隐瞒实际上班时间，招聘环节不够诚信,0
阿里,老板很有远见和野心，值得尊敬,1
阿里,岗位划分不清晰，工作内容不得当,0
阿里,公司业务逐渐多元化，有成本有价值,1
阿里,公司领导层矛盾，传闻不断，有点污,0
阿里,技术大牛很多，入职后能学到很多东西,1
阿里,就是不够人性化，实在待不下去了,0
字节,字节跳动的工作环境真的不能太棒!,1
字节,我觉得字节的薪资待遇很一般，有待改进。,0
字节,流程太复杂了，我几乎被淹没。,0
字节,公司的技术发展前景很好，我很期待。,1
字节,管理混乱，完全不知道该怎么办。,0
字节,我觉得字节的团队氛围很好，人们都很友好。,1
字节,速度太快，我追不上。,0
字节,我觉得字节的福利待遇很好。,1
字节,工作压力太大，我几乎要崩溃了。,0
字节,对字节的快速发展我感到非常惊奇。,1
字节,字节的加班文化让我无法接受。,0
字节,字节的工程师都是一流的，我从他们那里学到了很多。,1
字节,工作任务重复，我觉得无法提升自我。,0
字节,字节的技术创新真的很厉害。,1
字节,老板总是挑剔，我感到压力山大。,0
字节,字节的发展速度让我很震惊。,1
字节,公司的政策变化太频繁，让人始终在摸不着头脑。,0
字节,字节的发展潜力无限，我对它充满信心。,1
字节,想要提升级别太难了，我几乎感觉到无望。,0
字节,我对字节的发展非常看好，感觉有很大的机会。,1
腾讯,腾讯的产品真的很强大，我很喜欢,1
腾讯,员工福利很棒，不愧是大厂,1
腾讯,我觉得腾讯的业务太多，很容易分心,0
腾讯,加班问题挺严重的，希望公司能改进,0
腾讯,很喜欢腾讯的企业文化，感觉很有归属感,1
腾讯,从腾讯学到了很多新技术，非常感激,1
腾讯,薪资待遇不错，但加班太多,0
腾讯,腾讯的技术领先行业，让人佩服,1
腾讯,在腾讯工作，上升空间较大,1
腾讯,开发环境很好，设备都很高级,1
腾讯,工作强度过大，心力交瘁,0
腾讯,腾讯的平台资源很丰富，很喜欢,1
腾讯,有些项目管理混乱，需要改进,0
腾讯,腾讯的同事有很多人才，让人受益匪浅,1
腾讯,腾讯的员工关系强烈，非常照顾同事,1
腾讯,公司内部竞争较为激烈，压力较大,0
腾讯,腾讯的员工锻炼机会很多，很棒,1
腾讯,公司发展速度快，有时候跟不上,0
腾讯,很荣幸可以加入腾讯这样的大公司,1
腾讯,我在腾讯的日子里，学到很多宝贵的经验,1
腾讯,工作强度大，但待遇不错,1
腾讯,加班超多，累成狗了,0
腾讯,福利很好，感觉很幸福,1
腾讯,项目繁重，人际关系也很复杂,0
腾讯,专业培训多，能学到很多东西,1
腾讯,团队氛围不好，有点小人多,0
腾讯,薪资水平高，值得去尝试,1
腾讯,提升机会少，晋升难度大,0
腾讯,公司文化鼓励创新，非常适合技术人,1
腾讯,内部竞争激烈，太辛苦了,0
腾讯,世界500强企业，是锻炼能力的好地方,1
腾讯,人力资源服务有点差，对员工关怀不够,0
腾讯,公司发展前景好，看好未来,1
腾讯,工作压力大，休息时间很少,0
腾讯,管理层有些慌，影响工作效率,0
腾讯,总体来说不错，待遇相对较好,1
腾讯,大公司氛围，能接触到很多大牛,1
腾讯,加班文化严重，生活质量下降,0
腾讯,技术实力雄厚，可以学到许多东西,1
腾讯,员工价值观不一致，文化不统一,0
字节,这里的氛围压力好大，让我无法呼吸,0
字节,累得像头狗,0
字节,哎，加班的日子似乎没有尽头,0
字节,福利和薪水都挺好的，值得,1
字节,看到同事们的努力，我感到特别的敬佩,1
字节,公司的环境很好，设施也很齐全,1
字节,公司的待遇让我感到很满意,1
字节,我感觉非常的压抑，这里的工作压力真的好大,0
字节,感觉这边的工作环境跟我挺不合适的，准备换个地方了,0
字节,这是我见过最让人着迷的地方，大家都很努力,1
字节,压力和付出都得到了应有的回报，薪水待遇非常好,1
字节,每天都在创新，赞一个,1
字节,对这里的餐饮设施特别满意，吃得非常开心,1
字节,看不清楚前方，压力像大山般压着我,0
字节,这里的加班确实有点严重，希望能改善一下,0
字节,我成长了很多，对公司感到非常的感激,1
字节,福利待遇很棒，非常满足,1
字节,公司的设施和环境都比较好，愿意在这里多待一会,1
字节,我真的受够了这里的压力，几乎到了崩溃的边缘,0
字节,我感到很疲惫，压力让我喘不过气来,0
美团,外卖速度挺快的，给个好评,1
美团,这家店的优惠券太少了，不好,0
美团,APP操作挺方便的，挺喜欢,1
美团,送餐员态度太差了,0
美团,每次都能找到自己喜欢的商家，很棒,1
美团,美团点评给的建议很实用,1
美团,让人头疼的活动繁多，选择困难,0
美团,有时候抽奖中的优惠券使用太麻烦,0
美团,感觉服务可靠，不错,1
美团,团购东西质量一般般,0
美团,订酒店便宜快捷，赞一个,1
美团,客服有时候很难联系上,0
美团,买优惠票确实省了不少钱,1
美团,部分餐厅描述与实际不符,0
美团,买东西有保障，信任度很高,1
美团,外卖经常出错，受不了,0
美团,很多商家二次消费价格更高,0
美团,订单处理速度非常快,1
美团,经常推出新功能，挺实用的,1
美团,有时候支付不太稳定，容易出现故障,0
阿里,阿里的工作氛围真的很好，同事都很和善,1
阿里,项目上手很快，很有挑战,1
阿里,工资待遇不错，福利也很好,1
阿里,管理层太严格了，压力大,0
阿里,加班太多，失去了生活的意义,0
阿里,阿里的培训课程很丰富，学到了很多知识,1
阿里,竞争压力太大，感觉随时会被淘汰,0
阿里,我对阿里的技术创新给个大大的赞,1
阿里,领导经常临时改计划，让人很无语,0
阿里,阿里的团队合作精神让我欣赏,1
阿里,每天加班到半夜，生活真的不易,0
阿里,在阿里工作可以快速提升自己的技能,1
阿里,职场竞争激烈，感觉活得太累,0
阿里,阿里的发展前景一片光明,1
阿里,不能好好享受周末，真是太糟糕了,0
阿里,阿里的文化很有独特的韵味,1
阿里,项目繁多，经常需要调整优先级,0
阿里,在阿里学到的东西是其他地方无法比拟的,1
阿里,为什么996就成了阿里的标配？,0
阿里,员工福利待遇非常丰厚,1
